ProductID,Date,Zip,Units,Revenue,Country
2223,06/08/2020,101001,1,230.95,Nigeria
2235,12/15/2015,101001,1,70.82,Nigeria
2226,03/06/2016,101001,1,325.45,Nigeria
2226,05/14/2016,101001,1,325.45,Nigeria
2214,09/19/2020,101001,1,356.95,Nigeria
2214,07/10/2021,101001,1,356.95,Nigeria
2214,08/21/2021,101001,1,346.45,Nigeria
2215,04/26/2019,101001,1,335.95,Nigeria
2215,04/30/2019,101001,1,335.95,Nigeria
2215,05/11/2019,101001,1,335.95,Nigeria
2250,01/03/2017,101001,1,125.95,Nigeria
2056,11/25/2017,101001,1,330.7,Nigeria
2056,03/14/2018,101001,1,330.7,Nigeria
2056,03/28/2018,101001,1,330.7,Nigeria
2056,06/30/2018,101001,1,333.32,Nigeria
2056,06/30/2018,101001,1,333.32,Nigeria
2056,07/31/2018,101001,1,330.7,Nigeria
2056,07/31/2018,101001,1,330.7,Nigeria
2056,09/29/2018,101001,1,333.32,Nigeria
2056,09/30/2018,101001,1,333.32,Nigeria
2056,06/02/2019,101001,1,330.7,Nigeria
2056,05/27/2020,101001,1,330.7,Nigeria
2204,11/06/2017,101001,1,157.45,Nigeria
2056,05/16/2017,101001,1,330.7,Nigeria
2056,06/21/2017,101001,1,330.7,Nigeria
2056,07/05/2017,101001,1,333.32,Nigeria
2056,04/30/2018,101001,1,330.7,Nigeria
2056,07/01/2018,101001,1,330.7,Nigeria
1935,07/30/2018,101001,1,136.45,Nigeria
2064,05/21/2018,101001,1,496.07,Nigeria
2064,07/31/2018,101001,1,496.07,Nigeria
2212,03/31/2018,101001,1,89.2,Nigeria
2218,04/28/2018,101001,1,141.7,Nigeria
2218,07/17/2018,101001,2,283.4,Nigeria
2218,08/26/2018,101001,1,141.7,Nigeria
2218,10/14/2018,101001,1,141.7,Nigeria
2081,03/31/2019,101001,1,225.7,Nigeria
2081,04/01/2019,101001,1,225.7,Nigeria
2081,08/12/2019,101001,1,225.7,Nigeria
2083,04/25/2015,101001,1,312.32,Nigeria
2083,05/25/2015,101001,1,312.32,Nigeria
2083,05/15/2016,101001,1,317.57,Nigeria
2045,08/12/2019,101001,1,419.95,Nigeria
2045,08/31/2019,101001,1,419.95,Nigeria
2204,02/27/2018,101001,1,146.95,Nigeria
2204,04/28/2018,101001,1,146.95,Nigeria
2204,04/30/2018,101001,1,146.95,Nigeria
2204,04/30/2019,101001,2,293.9,Nigeria
2204,05/07/2019,101001,1,146.95,Nigeria
2204,06/27/2019,101001,1,146.95,Nigeria
2204,08/24/2019,101001,1,146.95,Nigeria
2225,09/19/2020,101001,1,60.32,Nigeria
2084,09/12/2021,101001,1,661.45,Nigeria
2234,08/15/2014,101001,1,65.57,Nigeria
2224,10/08/2021,101001,1,60.32,Nigeria
1975,03/07/2018,101001,1,57.7,Nigeria
1975,04/30/2018,101001,2,115.4,Nigeria
1975,07/01/2018,101001,1,57.7,Nigeria
1975,06/28/2019,101001,1,57.7,Nigeria
1975,06/30/2019,101001,1,57.7,Nigeria
1975,09/22/2020,101001,1,57.7,Nigeria
2212,10/04/2020,101001,1,89.2,Nigeria
2212,11/11/2020,101001,1,89.2,Nigeria
2218,07/11/2018,101001,1,141.7,Nigeria
2218,04/30/2019,101001,1,141.7,Nigeria
2204,07/07/2020,101001,1,146.95,Nigeria
1990,12/28/2015,101001,3,774.22,Nigeria
1990,04/13/2016,101001,1,262.45,Nigeria
1990,04/25/2016,101001,1,262.45,Nigeria
1990,05/09/2016,101001,1,262.45,Nigeria
1990,05/23/2016,101001,1,262.45,Nigeria
1990,06/19/2016,101001,1,262.45,Nigeria
1990,04/23/2018,101001,1,262.45,Nigeria
1990,06/03/2018,101001,2,524.9,Nigeria
2225,01/12/2021,101001,1,60.32,Nigeria
2055,08/03/2020,101001,1,572.2,Nigeria
2091,05/23/2017,101001,1,157.45,Nigeria
1939,09/11/2021,101001,1,293.95,Nigeria
194,08/02/2016,101001,1,787.5,Nigeria
1940,03/23/2019,101001,1,162.7,Nigeria
1940,03/24/2019,101001,1,162.7,Nigeria
1940,04/30/2019,101001,1,162.7,Nigeria
1940,06/16/2019,101001,1,162.7,Nigeria
1941,12/22/2018,101001,1,162.7,Nigeria
1941,03/31/2019,101001,1,162.7,Nigeria
1941,04/26/2019,101001,1,162.7,Nigeria
1942,06/29/2017,101001,1,125.95,Nigeria
1640,04/17/2021,101001,1,398.9,Nigeria
2055,09/30/2020,101001,1,572.2,Nigeria
2064,02/25/2020,101001,1,506.57,Nigeria
2064,02/28/2020,101001,1,506.57,Nigeria
2064,08/15/2020,101001,1,506.57,Nigeria
2064,03/22/2021,101001,1,524.95,Nigeria
2192,07/15/2014,101001,1,202.07,Nigeria
2153,05/16/2017,101001,1,603.7,Nigeria
2153,09/30/2017,101001,1,577.45,Nigeria
2157,02/10/2019,101001,1,456.7,Nigeria
2064,04/12/2021,101001,1,524.95,Nigeria
2064,04/26/2021,101001,1,524.95,Nigeria
2064,04/26/2021,101001,1,524.95,Nigeria
2199,05/08/2015,101001,1,181.07,Nigeria
2199,07/26/2015,101001,1,181.07,Nigeria
2199,07/10/2016,101001,1,188.95,Nigeria
2192,05/31/2016,101001,1,209.95,Nigeria
2192,08/21/2016,101001,1,209.95,Nigeria
2056,06/13/2015,101001,1,328.07,Nigeria
2056,06/21/2015,101001,1,328.07,Nigeria
2073,06/14/2021,101001,1,356.95,Nigeria
2074,01/15/2014,101001,1,328.07,Nigeria
2199,06/16/2018,101001,1,188.95,Nigeria
1946,12/23/2017,101001,1,280.82,Nigeria
1946,03/31/2018,101001,1,280.82,Nigeria
1947,06/13/2015,101001,1,275.57,Nigeria
1964,10/19/2020,101001,1,89.2,Nigeria
1965,03/05/2018,101001,1,89.2,Nigeria
1965,04/30/2018,101001,1,89.2,Nigeria
1965,06/30/2018,101001,1,89.2,Nigeria
2074,05/15/2014,101001,1,328.07,Nigeria
1927,09/05/2018,101001,1,89.2,Nigeria
1927,10/22/2018,101001,1,99.7,Nigeria
1927,06/28/2019,101001,1,89.2,Nigeria
1927,11/04/2019,101001,1,89.2,Nigeria
1934,07/26/2017,101001,1,136.45,Nigeria
2055,05/15/2021,101001,1,593.2,Nigeria
2055,06/16/2021,101001,1,582.7,Nigeria
2055,08/03/2021,101001,1,582.7,Nigeria
2055,11/07/2021,101001,1,593.2,Nigeria
2055,12/08/2021,101001,1,593.2,Nigeria
1965,01/29/2019,101001,1,89.2,Nigeria
2091,04/30/2016,101001,1,157.45,Nigeria
2091,02/07/2017,101001,1,157.45,Nigeria
2091,05/14/2017,101001,1,157.45,Nigeria
2091,05/30/2017,101001,1,157.45,Nigeria
2091,06/11/2017,101001,1,157.45,Nigeria
2074,08/15/2014,101001,1,328.07,Nigeria
2074,08/15/2014,101001,1,328.07,Nigeria
2056,03/06/2016,101001,1,333.32,Nigeria
2056,04/11/2016,101001,1,328.07,Nigeria
2056,04/11/2016,101001,1,333.32,Nigeria
2056,04/19/2016,101001,1,328.07,Nigeria
2056,05/04/2016,101001,1,333.32,Nigeria
2056,05/29/2016,101001,1,333.32,Nigeria
2056,05/29/2016,101001,1,333.32,Nigeria
2056,05/17/2017,101001,1,330.7,Nigeria
2064,05/24/2021,101001,1,524.95,Nigeria
2083,04/01/2018,101001,1,314.95,Nigeria
2083,04/29/2018,101001,1,314.95,Nigeria
2083,06/18/2018,101001,1,314.95,Nigeria
1915,04/25/2020,101001,1,472.45,Nigeria
1916,03/17/2015,101001,1,280.82,Nigeria
1916,05/09/2015,101001,1,280.82,Nigeria
1916,05/24/2015,101001,1,280.82,Nigeria
1916,06/20/2015,101001,1,280.82,Nigeria
1859,05/17/2020,101001,1,157.45,Nigeria
2016,04/22/2018,101001,1,309.7,Nigeria
1965,02/28/2019,101001,1,89.2,Nigeria
1965,03/12/2019,101001,1,89.2,Nigeria
1965,06/02/2019,101001,1,89.2,Nigeria
1965,07/07/2019,101001,1,89.2,Nigeria
1965,12/17/2019,101001,1,89.2,Nigeria
1965,05/23/2020,101001,1,89.2,Nigeria
1965,05/31/2020,101001,1,89.2,Nigeria
1916,02/12/2016,101001,1,286.07,Nigeria
2083,11/10/2019,101001,1,314.95,Nigeria
2084,05/01/2021,101001,1,650.95,Nigeria
2084,05/30/2021,101001,1,650.95,Nigeria
2084,06/29/2021,101001,1,650.95,Nigeria
2084,07/31/2021,101001,1,650.95,Nigeria
1966,11/14/2016,101001,1,246.7,Nigeria
2153,06/03/2018,101001,1,603.7,Nigeria
2153,06/20/2018,101001,1,577.45,Nigeria
2159,08/25/2019,101001,1,419.95,Nigeria
2161,10/15/2014,101001,1,571.99,Nigeria
2164,01/14/2019,101001,1,409.45,Nigeria
2064,07/20/2016,101001,1,496.07,Nigeria
2064,08/30/2016,101001,1,496.07,Nigeria
2064,02/21/2017,101001,1,496.07,Nigeria
2064,06/12/2017,101001,1,496.07,Nigeria
2064,08/27/2017,101001,1,496.07,Nigeria
2046,11/21/2016,101001,1,433.07,Nigeria
2064,06/27/2017,101001,1,496.07,Nigeria
2064,07/31/2017,101001,1,496.07,Nigeria
2064,03/14/2018,101001,2,992.15,Nigeria
2064,03/21/2018,101001,1,496.07,Nigeria
2064,04/30/2018,101001,1,496.07,Nigeria
2064,07/31/2018,101001,1,496.07,Nigeria
2064,02/13/2019,101001,1,496.07,Nigeria
1994,04/12/2020,101001,1,593.2,Nigeria
1974,12/13/2020,101001,1,57.7,Nigeria
1974,12/29/2020,101001,4,230.79,Nigeria
1974,06/22/2021,101001,1,57.7,Nigeria
2215,08/04/2019,101001,1,335.95,Nigeria
2098,04/04/2021,101001,1,299.2,Nigeria
2098,04/06/2021,101001,1,299.2,Nigeria
2098,04/19/2021,101001,1,299.2,Nigeria
2235,03/12/2021,101001,1,68.2,Nigeria
2235,04/13/2021,101001,1,65.57,Nigeria
2235,04/28/2021,101001,1,65.57,Nigeria
2235,04/28/2021,101001,1,68.2,Nigeria
2218,01/19/2020,101001,1,141.7,Nigeria
2218,04/13/2020,101001,1,141.7,Nigeria
2218,05/27/2020,101001,1,141.7,Nigeria
2073,04/04/2021,101001,1,359.57,Nigeria
2128,03/09/2015,101001,1,398.74,Nigeria
2234,12/15/2015,101001,1,70.82,Nigeria
2050,03/15/2014,101001,1,498.7,Nigeria
2064,06/29/2021,101001,1,524.95,Nigeria
2064,08/31/2021,101001,1,524.95,Nigeria
2219,09/15/2020,101001,1,141.7,Nigeria
2238,09/27/2019,101001,1,125.95,Nigeria
2237,05/05/2020,101001,1,173.2,Nigeria
2237,05/24/2020,101001,1,173.2,Nigeria
2237,05/31/2020,101001,1,173.2,Nigeria
2237,06/16/2020,101001,1,173.2,Nigeria
2252,06/23/2016,101001,1,136.45,Nigeria
2252,07/12/2016,101001,1,136.45,Nigeria
2050,07/17/2016,101001,1,503.95,Nigeria
2050,07/18/2016,101001,1,503.95,Nigeria
2219,04/16/2018,101001,1,141.7,Nigeria
2219,04/16/2018,101001,1,141.7,Nigeria
2053,04/19/2017,101001,1,325.45,Nigeria
2053,04/30/2017,101001,1,325.45,Nigeria
2053,05/30/2017,101001,1,325.45,Nigeria
2053,07/17/2017,101001,1,325.45,Nigeria
2053,09/25/2017,101001,1,325.45,Nigeria
2053,05/07/2018,101001,1,330.7,Nigeria
2053,07/30/2018,101001,1,330.7,Nigeria
2053,07/31/2018,101001,1,330.7,Nigeria
2053,08/28/2018,101001,1,330.7,Nigeria
2070,05/07/2016,101001,1,524.95,Nigeria
2070,05/21/2016,101001,1,524.95,Nigeria
1987,11/28/2016,101001,1,162.7,Nigeria
1987,05/16/2017,101001,1,162.7,Nigeria
1987,09/26/2017,101001,1,162.7,Nigeria
1987,02/14/2018,101001,1,162.7,Nigeria
1987,04/30/2018,101001,1,162.7,Nigeria
2252,06/02/2018,101001,1,136.45,Nigeria
2123,06/23/2021,101001,1,624.7,Nigeria
2130,06/26/2015,101001,1,472.24,Nigeria
2132,07/15/2020,101001,1,367.45,Nigeria
2235,04/02/2017,101001,1,70.82,Nigeria
2235,05/30/2017,101001,1,70.82,Nigeria
2235,07/26/2017,101001,1,70.82,Nigeria
2235,09/30/2017,101001,1,70.82,Nigeria
2235,10/25/2017,101001,1,70.82,Nigeria
2235,11/11/2017,101001,1,70.82,Nigeria
2235,12/26/2017,101001,1,70.82,Nigeria
2235,02/06/2018,101001,1,70.82,Nigeria
2235,04/30/2018,101001,1,70.82,Nigeria
2067,05/09/2020,101001,1,545.95,Nigeria
2067,08/29/2020,101001,1,535.45,Nigeria
1974,08/31/2016,101001,1,57.7,Nigeria
1974,10/16/2016,101001,1,57.7,Nigeria
1974,12/24/2016,101001,1,57.7,Nigeria
2070,07/15/2014,101001,1,519.7,Nigeria
2070,11/15/2014,101001,2,1039.4,Nigeria
2070,04/26/2015,101001,1,522.32,Nigeria
2070,06/14/2015,101001,1,522.32,Nigeria
2070,06/20/2015,101001,1,522.32,Nigeria
2070,07/18/2015,101001,1,522.32,Nigeria
2070,02/13/2016,101001,1,524.95,Nigeria
2045,03/31/2018,101001,1,419.95,Nigeria
2045,04/09/2018,101001,1,419.95,Nigeria
2045,04/23/2018,101001,1,419.95,Nigeria
2045,04/28/2018,101001,1,419.95,Nigeria
2045,04/29/2018,101001,1,433.07,Nigeria
2045,04/30/2018,101001,1,419.95,Nigeria
2045,04/30/2018,101001,1,419.95,Nigeria
2045,06/30/2018,101001,1,433.07,Nigeria
2045,06/30/2018,101001,1,419.95,Nigeria
2045,08/22/2018,101001,1,419.95,Nigeria
2045,08/30/2018,101001,1,419.95,Nigeria
2045,09/26/2018,101001,2,853.02,Nigeria
2235,05/29/2018,101001,1,70.82,Nigeria
2219,03/31/2018,101001,1,141.7,Nigeria
2219,07/14/2018,101001,1,141.7,Nigeria
2219,07/14/2018,101001,1,141.7,Nigeria
2091,04/30/2018,101001,1,157.45,Nigeria
2091,08/30/2018,101001,1,157.45,Nigeria
2091,07/12/2019,101001,1,157.45,Nigeria
2091,11/29/2019,101001,1,157.45,Nigeria
2091,07/05/2020,101001,1,165.32,Nigeria
2091,07/26/2020,101001,1,165.32,Nigeria
1912,10/17/2020,101001,1,320.2,Nigeria
2199,03/29/2019,101001,1,188.95,Nigeria
2199,05/11/2019,101001,2,377.9,Nigeria
2199,07/21/2019,101001,1,188.95,Nigeria
2199,08/09/2019,101001,1,188.95,Nigeria
2199,09/13/2019,101001,1,194.2,Nigeria
2199,05/09/2021,101001,1,196.82,Nigeria
2199,06/13/2021,101001,1,196.82,Nigeria
2199,08/10/2021,101001,1,196.82,Nigeria
2199,08/31/2021,101001,2,393.65,Nigeria
2204,03/28/2015,101001,1,157.45,Nigeria
2204,05/22/2015,101001,1,157.45,Nigeria
2064,04/05/2019,101001,1,498.7,Nigeria
2064,05/31/2019,101001,1,498.7,Nigeria
2064,06/02/2019,101001,1,498.7,Nigeria
2064,06/25/2019,101001,1,498.7,Nigeria
2064,06/29/2019,101001,1,498.7,Nigeria
2064,06/30/2019,101001,1,498.7,Nigeria
2064,07/27/2019,101001,1,498.7,Nigeria
2064,09/22/2019,101001,1,498.7,Nigeria
1937,03/19/2016,101001,1,286.07,Nigeria
1937,04/24/2018,101001,1,286.07,Nigeria
1937,07/20/2019,101001,1,288.7,Nigeria
1937,09/07/2019,101001,1,288.7,Nigeria
1937,10/30/2019,101001,1,288.7,Nigeria
1937,06/30/2021,101001,1,288.7,Nigeria
2094,07/15/2014,101001,1,433.07,Nigeria
2094,07/15/2014,101001,1,433.07,Nigeria
2094,08/15/2014,101001,1,433.07,Nigeria
2094,03/28/2015,101001,1,435.7,Nigeria
2094,09/27/2015,101001,1,435.7,Nigeria
2094,04/06/2016,101001,1,438.32,Nigeria
2094,04/29/2017,101001,1,438.32,Nigeria
2062,03/15/2014,101001,1,545.95,Nigeria
2062,12/15/2014,101001,1,540.7,Nigeria
2064,02/15/2014,101001,1,488.2,Nigeria
2064,05/15/2014,101001,1,488.2,Nigeria
2064,02/18/2015,101001,1,488.2,Nigeria
2064,06/14/2015,101001,1,493.45,Nigeria
2064,07/10/2015,101001,1,493.45,Nigeria
2064,07/19/2015,101001,1,493.45,Nigeria
2058,05/16/2021,101001,1,270.32,Nigeria
2058,06/24/2020,101001,1,267.7,Nigeria
2094,05/12/2018,101001,1,438.32,Nigeria
2056,03/15/2014,101001,1,325.45,Nigeria
185,09/30/2020,101001,1,826.88,Nigeria
2056,05/15/2014,101001,1,325.45,Nigeria
2094,03/26/2016,101001,1,438.32,Nigeria
2094,05/29/2016,101001,1,438.32,Nigeria
2094,06/17/2017,101001,1,438.32,Nigeria
2094,07/24/2017,101001,1,438.32,Nigeria
2094,05/19/2018,101001,1,438.32,Nigeria
2094,05/06/2019,101001,1,438.32,Nigeria
2064,05/31/2020,101001,1,506.57,Nigeria
2064,06/20/2020,101001,1,506.57,Nigeria
2016,05/15/2014,101001,1,299.2,Nigeria
2016,03/07/2015,101001,1,301.82,Nigeria
2016,03/22/2015,101001,1,301.82,Nigeria
2016,07/26/2015,101001,1,301.82,Nigeria
2016,05/21/2016,101001,1,304.45,Nigeria
2016,05/31/2016,101001,1,304.45,Nigeria
2067,12/13/2019,101001,1,535.45,Nigeria
2067,05/10/2020,101001,1,535.45,Nigeria
2067,04/24/2021,101001,1,545.95,Nigeria
2045,05/21/2016,101001,1,419.95,Nigeria
2045,05/30/2016,101001,1,419.95,Nigeria
1979,12/24/2016,101001,1,262.45,Nigeria
1980,05/28/2018,101001,2,335.9,Nigeria
1980,01/28/2019,101001,1,167.95,Nigeria
1974,01/18/2017,101001,1,57.7,Nigeria
1974,05/30/2017,101001,1,57.7,Nigeria
1974,04/30/2018,101001,1,57.7,Nigeria
1974,05/31/2018,101001,1,57.7,Nigeria
1974,05/31/2018,101001,1,57.7,Nigeria
1974,07/01/2018,101001,1,57.7,Nigeria
1974,12/02/2018,101001,1,57.7,Nigeria
1981,05/28/2018,101001,2,335.9,Nigeria
1981,04/08/2019,101001,1,167.95,Nigeria
157,03/31/2015,101001,1,629.48,Nigeria
1974,02/24/2019,101001,1,57.7,Nigeria
1987,02/19/2018,101001,1,162.7,Nigeria
1982,11/03/2018,101001,1,293.95,Nigeria
1982,04/21/2020,101001,1,293.95,Nigeria
1982,05/23/2020,101001,1,293.95,Nigeria
1982,12/27/2021,101001,1,293.95,Nigeria
1920,07/18/2020,101001,1,262.45,Nigeria
1920,07/25/2020,101001,1,262.45,Nigeria
1878,05/12/2018,101001,1,787.45,Nigeria
2050,05/16/2015,101001,1,501.32,Nigeria
2050,05/18/2015,101001,1,501.32,Nigeria
2050,06/26/2015,101001,1,501.32,Nigeria
2050,07/29/2018,101001,1,503.95,Nigeria
2053,04/13/2016,101001,1,325.45,Nigeria
2053,05/29/2016,101001,1,325.45,Nigeria
2086,01/18/2021,101001,1,230.95,Nigeria
2149,05/31/2017,101001,1,435.7,Nigeria
2150,11/25/2021,101001,1,472.45,Nigeria
1884,06/27/2018,101001,1,787.45,Nigeria
1884,03/31/2019,101001,1,787.45,Nigeria
1884,08/13/2019,101001,1,1049.95,Nigeria
1884,05/28/2020,101001,1,805.82,Nigeria
2054,03/21/2021,101001,1,577.45,Nigeria
2054,04/27/2021,101001,1,577.45,Nigeria
2070,04/18/2017,101001,1,524.95,Nigeria
2070,04/29/2018,101001,1,524.95,Nigeria
2012,06/03/2019,101001,1,388.45,Nigeria
2016,03/15/2014,101001,1,299.2,Nigeria
2016,04/15/2014,101001,1,299.2,Nigeria
2016,07/15/2014,101001,1,299.2,Nigeria
2016,03/09/2015,101001,1,301.82,Nigeria
2016,03/29/2015,101001,1,301.82,Nigeria
2016,04/28/2015,101001,1,301.82,Nigeria
2205,07/24/2017,101001,1,157.45,Nigeria
2055,08/25/2020,101001,1,572.2,Nigeria
2055,03/06/2021,101001,1,572.2,Nigeria
2055,03/13/2021,101001,1,582.7,Nigeria
2064,04/15/2014,101001,1,488.2,Nigeria
2064,04/15/2014,101001,1,488.2,Nigeria
2064,04/15/2014,101001,1,488.2,Nigeria
2064,05/15/2014,101001,1,488.2,Nigeria
2064,05/15/2014,101001,1,488.2,Nigeria
2064,05/02/2015,101001,1,493.45,Nigeria
2064,05/23/2015,101001,1,493.45,Nigeria
2064,06/09/2015,101001,1,493.45,Nigeria
2064,07/07/2015,101001,1,493.45,Nigeria
2055,03/30/2021,101001,1,572.2,Nigeria
2145,06/19/2021,101001,1,393.7,Nigeria
2064,07/31/2015,101001,1,493.45,Nigeria
2064,08/31/2015,101001,1,493.45,Nigeria
1965,07/18/2018,101001,1,89.2,Nigeria
1936,04/20/2016,101001,1,286.07,Nigeria
1936,04/30/2016,101001,1,280.82,Nigeria
1936,07/29/2017,101001,1,286.07,Nigeria
1936,08/31/2017,101001,1,286.07,Nigeria
1916,03/29/2015,101001,1,280.82,Nigeria
1916,04/07/2015,101001,1,280.82,Nigeria
1916,05/02/2015,101001,1,280.82,Nigeria
1916,05/15/2016,101001,1,286.07,Nigeria
1916,07/12/2016,101001,1,286.07,Nigeria
1916,08/24/2016,101001,1,286.07,Nigeria
1916,08/30/2016,101001,1,286.07,Nigeria
1942,12/31/2019,101001,2,251.9,Nigeria
1942,11/16/2020,101001,1,120.7,Nigeria
1942,05/11/2021,101001,1,120.7,Nigeria
1916,05/13/2017,101001,1,286.07,Nigeria
1765,04/21/2015,101001,1,186.48,Nigeria
1520,01/25/2021,101001,1,188.9,Nigeria
1524,09/06/2020,101001,1,312.27,Nigeria
1524,08/31/2021,101001,1,312.27,Nigeria
2149,06/13/2015,101001,1,435.7,Nigeria
2150,05/09/2021,101001,1,472.45,Nigeria
1975,12/21/2015,101001,1,57.7,Nigeria
1974,03/22/2017,101001,2,115.4,Nigeria
1974,05/30/2017,101001,1,57.7,Nigeria
1974,08/01/2017,101001,1,57.7,Nigeria
1974,10/25/2017,101001,1,57.7,Nigeria
1974,03/31/2018,101001,1,57.7,Nigeria
1974,04/25/2018,101001,1,57.7,Nigeria
1974,05/23/2018,101001,1,57.7,Nigeria
1974,07/16/2018,101001,2,115.4,Nigeria
2083,06/09/2015,101001,1,312.32,Nigeria
2057,06/30/2015,101001,1,475.07,Nigeria
2099,04/26/2019,101001,1,404.2,Nigeria
2099,05/25/2019,101001,1,404.2,Nigeria
2099,06/06/2020,101001,1,409.45,Nigeria
2099,06/30/2020,101001,1,409.45,Nigeria
1517,08/31/2019,101001,1,170.52,Nigeria
1517,10/22/2019,101001,1,183.65,Nigeria
1517,12/02/2019,101001,1,170.52,Nigeria
1517,01/10/2020,101001,1,183.65,Nigeria
1517,04/30/2020,101001,1,170.52,Nigeria
1517,04/30/2020,101001,1,162.65,Nigeria
1517,10/26/2020,101001,1,170.52,Nigeria
1517,08/25/2021,101001,1,196.77,Nigeria
1584,01/07/2019,101001,1,351.65,Nigeria
1433,02/08/2021,101001,1,346.4,Nigeria
1433,05/19/2021,101001,1,346.4,Nigeria
2054,09/22/2019,101001,1,551.2,Nigeria
1943,04/22/2018,101001,1,125.95,Nigeria
1943,05/27/2018,101001,1,125.95,Nigeria
1990,10/29/2018,101001,1,267.7,Nigeria
1990,08/31/2019,101001,2,524.9,Nigeria
1990,08/09/2020,101001,1,267.7,Nigeria
1991,07/16/2016,101001,1,309.7,Nigeria
1991,08/30/2016,101001,3,929.09,Nigeria
1991,02/27/2017,101001,2,619.4,Nigeria
1990,12/10/2019,101001,1,267.7,Nigeria
1990,02/22/2020,101001,1,267.7,Nigeria
1949,09/15/2014,101001,2,593.15,Nigeria
1949,03/30/2015,101001,1,299.2,Nigeria
1949,06/29/2015,101001,1,299.2,Nigeria
1949,09/01/2015,101001,1,296.57,Nigeria
1949,02/28/2018,101001,1,309.7,Nigeria
1949,02/28/2018,101001,1,309.7,Nigeria
1949,05/29/2018,101001,1,309.7,Nigeria
1949,07/24/2018,101001,1,309.7,Nigeria
2054,03/31/2021,101001,1,577.45,Nigeria
2054,04/26/2021,101001,1,577.45,Nigeria
2054,05/17/2021,101001,1,577.45,Nigeria
2054,05/23/2021,101001,1,577.45,Nigeria
2054,05/26/2021,101001,1,577.45,Nigeria
2054,09/14/2021,101001,1,577.45,Nigeria
1995,02/18/2020,101001,1,409.45,Nigeria
1995,06/09/2021,101001,1,417.32,Nigeria
195,08/09/2015,101001,1,761.25,Nigeria
195,03/26/2017,101001,1,765.98,Nigeria
1491,02/24/2018,101001,1,304.4,Nigeria
1492,01/11/2021,101001,1,304.4,Nigeria
1495,10/09/2021,101001,1,349.02,Nigeria
